frame,track_id,x,y,w,h,cx,cy
994,6,528,170,22,16,539,178
994,8,244,102,16,16,252,110
994,37,410,258,19,13,420,265
994,47,383,248,14,14,390,255
995,1,244,245,18,17,253,254
995,3,46,175,23,13,58,182
995,6,528,170,22,16,539,178
995,8,244,102,16,16,252,110
995,37,410,258,19,13,420,265
995,47,383,248,14,14,390,255
996,1,244,245,18,17,253,254
996,3,46,175,23,13,58,182
996,6,528,170,22,16,539,178
996,8,244,102,16,16,252,110
996,37,410,258,19,13,420,265
996,47,383,248,14,14,390,255
997,1,244,245,18,17,253,254
997,3,46,175,23,13,58,182
997,6,528,170,22,16,539,178
997,8,244,102,16,16,252,110
997,37,410,258,19,13,420,265
997,47,383,248,14,14,390,255
998,1,244,245,18,17,253,254
998,3,46,175,23,13,58,182
998,6,528,170,22,16,539,178
998,8,244,102,16,16,252,110
998,37,410,258,19,13,420,265
998,47,383,248,14,14,390,255
999,1,244,245,18,17,253,254
999,3,46,175,23,13,58,182
999,6,528,170,22,16,539,178
999,8,244,102,16,16,252,110
999,37,410,258,19,13,420,265
999,47,383,248,14,14,390,255
1000,1,244,245,18,17,253,254
1000,3,46,175,23,13,58,182
1000,6,528,170,22,16,539,178
1000,8,244,102,16,16,252,110
1000,37,410,258,19,13,420,265
1000,47,383,248,14,14,390,255
1001,1,244,245,18,17,253,254
1001,3,46,175,23,13,58,182
1001,6,528,170,22,16,539,178
1001,8,244,102,16,16,252,110
1001,37,410,258,19,13,420,265
1001,47,383,248,14,14,390,255
1002,1,244,245,18,17,253,254
1002,3,46,175,23,13,58,182
1002,6,528,170,22,16,539,178
1002,8,244,102,16,16,252,110
1002,37,410,258,19,13,420,265
1002,47,383,248,14,14,390,255
1003,1,244,245,18,17,253,254
1003,3,46,175,23,13,58,182
1003,6,528,170,22,16,539,178
1003,8,244,102,16,16,252,110
1003,37,410,258,19,13,420,265
1003,47,383,248,14,14,390,255
1004,1,244,245,18,17,253,254
1004,3,46,175,23,13,58,182
1004,6,528,170,22,16,539,178
1004,8,244,102,16,16,252,110
1004,37,410,258,19,13,420,265
1004,47,383,248,14,14,390,255
1005,1,244,245,18,17,253,254
1005,3,46,175,23,13,58,182
1005,6,528,170,22,16,539,178
1005,8,244,102,16,16,252,110
1005,37,410,258,19,13,420,265
1005,47,383,248,14,14,390,255
1006,1,244,245,18,17,253,254
1006,3,46,175,23,13,58,182
1006,6,528,170,22,16,539,178
1006,8,244,102,16,16,252,110
1006,37,410,258,19,13,420,265
1006,47,383,248,14,14,390,255
1007,1,244,245,18,17,253,254
1007,3,46,175,23,13,58,182
1007,6,528,170,22,16,539,178
1007,8,244,102,16,16,252,110
1007,37,410,258,19,13,420,265
1007,47,383,248,14,14,390,255
1008,1,244,245,18,17,253,254
1008,3,46,175,23,13,58,182
1008,6,528,170,22,16,539,178
1008,8,244,102,16,16,252,110
1008,37,410,258,19,13,420,265
1008,47,383,248,14,14,390,255
1009,1,244,245,18,17,253,254
1009,3,46,175,23,13,58,182
1009,6,528,170,22,16,539,178
1009,8,244,102,16,16,252,110
1009,37,410,258,19,13,420,265
1009,47,383,248,14,14,390,255
1010,1,244,245,18,17,253,254
1010,3,46,175,23,13,58,182
1010,6,528,170,22,16,539,178
1010,8,244,102,16,16,252,110
1010,37,410,258,19,13,420,265
1010,47,383,248,14,14,390,255
1011,1,244,245,18,17,253,254
1011,3,46,175,23,13,58,182
1011,6,528,170,22,16,539,178
1011,8,244,102,16,16,252,110
1011,37,410,258,19,13,420,265
1011,47,383,248,14,14,390,255
1012,1,244,245,18,17,253,254
1012,3,46,175,23,13,58,182
1012,6,528,170,22,16,539,178
1012,8,244,102,16,16,252,110
1012,37,410,258,19,13,420,265
1012,47,383,248,14,14,390,255
1013,1,244,245,18,17,253,254
1013,3,46,175,23,13,58,182
1013,6,528,170,22,16,539,178
1013,8,244,102,16,16,252,110
1013,37,410,258,19,13,420,265
1013,47,383,248,14,14,390,255
1014,1,244,245,18,17,253,254
1014,3,46,175,23,13,58,182
1014,6,528,170,22,16,539,178
1014,8,244,102,16,16,252,110
1014,37,410,258,19,13,420,265
1014,47,383,248,14,14,390,255
1015,1,244,245,18,17,253,254
1015,3,46,175,23,13,58,182
1015,6,528,170,22,16,539,178
1015,8,244,102,16,16,252,110
1015,37,410,258,19,13,420,265
1015,47,383,248,14,14,390,255
1016,1,244,245,18,17,253,254
1016,3,46,175,23,13,58,182
1016,6,528,170,22,16,539,178
1016,8,244,102,16,16,252,110
1016,37,410,258,19,13,420,265
1016,47,383,248,14,14,390,255
1017,1,244,245,18,17,253,254
1017,3,46,175,23,13,58,182
1017,6,528,170,22,16,539,178
1017,8,244,102,16,16,252,110
1017,37,410,258,19,13,420,265
1017,47,383,248,14,14,390,255
1018,1,244,245,18,17,253,254
1018,3,46,175,23,13,58,182
1018,6,528,170,22,16,539,178
1018,8,244,102,16,16,252,110
1018,37,410,258,19,13,420,265
1018,47,383,248,14,14,390,255
1019,1,244,245,18,17,253,254
1019,3,46,175,23,13,58,182
1019,6,528,170,22,16,539,178
1019,8,244,102,16,16,252,110
1019,37,410,258,19,13,420,265
1019,47,383,248,14,14,390,255
1020,1,244,245,18,17,253,254
1020,3,47,175,22,13,59,182
1020,6,528,170,22,16,539,178
1020,8,244,102,16,16,252,110
1020,37,410,258,19,13,420,265
1020,47,383,248,14,14,390,255
1021,1,244,245,18,17,253,254
1021,3,48,175,22,13,59,182
1021,6,528,170,22,16,539,178
1021,8,244,102,16,16,252,110
1021,37,410,258,19,13,420,265
1021,47,383,248,14,14,390,255
1022,1,244,245,18,17,253,254
1022,3,48,175,22,13,59,182
1022,6,528,170,22,16,539,178
1022,8,244,102,16,16,252,110
1022,37,410,258,19,13,420,265
1022,47,383,248,14,14,390,255
1023,1,244,245,18,17,253,254
1023,3,48,175,22,13,59,182
1023,6,528,170,22,16,539,178
1023,8,244,102,16,16,252,110
1023,37,410,258,19,13,420,265
1023,47,383,248,14,14,390,255
1024,1,244,245,18,17,253,254
1024,3,48,175,22,13,59,182
1024,6,528,170,22,16,539,178
1024,8,244,102,16,16,252,110
1024,37,410,258,19,13,420,265
1024,47,383,248,14,14,390,255
1025,1,244,245,18,17,253,254
1025,3,48,175,22,13,59,182
1025,6,528,170,22,16,539,178
1025,8,244,102,16,16,252,110
1025,37,410,258,19,13,420,265
1025,47,383,248,14,14,390,255
1026,1,244,245,18,17,253,254
1026,3,48,175,22,13,59,182
1026,6,528,170,22,16,539,178
1026,8,244,102,16,16,252,110
1026,37,410,258,19,13,420,265
1026,47,383,248,14,14,390,255
1027,1,244,245,18,17,253,254
1027,3,48,175,22,13,59,182
1027,6,528,170,22,16,539,178
1027,8,244,102,16,16,252,110
1027,37,410,258,19,13,420,265
1027,47,383,248,14,14,390,255
1028,1,244,245,18,17,253,254
1028,3,48,175,22,13,59,182
1028,6,528,170,22,16,539,178
1028,8,244,102,16,16,252,110
1028,37,410,258,19,13,420,265
1028,47,383,248,14,14,390,255
1029,1,244,245,18,17,253,254
1029,3,48,175,22,13,59,182
1029,6,528,170,22,16,539,178
1029,8,244,102,16,16,252,110
1029,37,410,258,19,13,420,265
1029,47,383,248,14,14,390,255
1030,1,244,245,18,17,253,254
1030,3,48,175,22,13,59,182
1030,6,528,170,22,16,539,178
1030,8,244,102,16,16,252,110
1030,37,410,258,19,13,420,265
1030,47,383,248,14,14,390,255
1031,1,244,245,18,17,253,254
1031,3,48,175,22,13,59,182
1031,6,528,170,22,16,539,178
1031,8,244,102,16,16,252,110
1031,37,410,258,19,13,420,265
1031,47,383,248,14,14,390,255
1032,1,244,245,18,17,253,254
1032,3,48,175,22,13,59,182
1032,6,528,170,22,16,539,178
1032,8,244,102,16,16,252,110
1032,37,410,258,19,13,420,265
1032,47,383,248,14,14,390,255
1033,1,244,245,18,17,253,254
1033,3,48,175,22,13,59,182
1033,6,528,170,22,16,539,178
1033,8,244,102,16,16,252,110
1033,37,410,258,19,13,420,265
1033,47,383,248,14,14,390,255
1034,1,244,245,18,17,253,254
1034,3,48,175,22,13,59,182
1034,6,528,170,22,16,539,178
1034,8,244,102,16,16,252,110
1034,37,410,258,19,13,420,265
1034,47,383,248,14,14,390,255
1035,1,244,245,18,17,253,254
1035,3,48,175,22,13,59,182
1035,6,528,170,22,16,539,178
1035,8,244,102,16,16,252,110
1035,37,410,258,19,13,420,265
1035,47,383,248,14,14,390,255
1036,1,244,245,18,17,253,254
1036,3,48,175,22,13,59,182
1036,6,528,170,22,16,539,178
1036,8,244,102,16,16,252,110
1036,37,410,258,19,13,420,265
1036,47,383,248,14,14,390,255
1037,1,244,245,18,17,253,254
1037,3,48,175,22,13,59,182
1037,6,528,170,22,16,539,178
1037,8,244,102,16,16,252,110
1037,37,410,258,19,13,420,265
1037,47,383,248,14,14,390,255
1038,1,244,245,18,17,253,254
1038,3,48,175,22,13,59,182
1038,6,528,170,22,16,539,178
1038,8,244,102,16,16,252,110
1038,37,410,258,19,13,420,265
1038,47,383,248,14,14,390,255
1039,1,244,245,18,17,253,254
1039,3,48,175,22,13,59,182
1039,6,528,170,22,16,539,178
1039,8,244,102,16,16,252,110
1039,37,410,258,19,13,420,265
1039,47,383,248,14,14,390,255
1040,1,244,245,18,17,253,254
1040,3,48,175,22,13,59,182
1040,6,528,170,22,16,539,178
1040,8,244,102,16,16,252,110
1040,37,410,258,19,13,420,265
1040,47,383,248,14,14,390,255
1041,1,244,245,18,17,253,254
1041,3,48,175,22,13,59,182
1041,6,528,170,22,16,539,178
1041,8,244,102,16,16,252,110
1041,37,410,258,19,13,420,265
1041,47,383,248,14,14,390,255
1042,1,244,245,18,17,253,254
1042,3,48,175,22,13,59,182
1042,6,528,170,22,16,539,178
1042,8,244,102,16,16,252,110
1042,37,410,258,19,13,420,265
1042,47,383,248,14,14,390,255
1043,1,244,245,18,17,253,254
1043,3,48,175,22,13,59,182
1043,6,528,170,22,16,539,178
1043,8,244,102,16,16,252,110
1043,37,410,258,19,13,420,265
1043,47,383,248,14,14,390,255
1044,1,244,245,18,17,253,254
1044,3,48,175,22,13,59,182
1044,6,528,170,22,16,539,178
1044,8,244,102,16,16,252,110
1044,37,410,258,19,13,420,265
1044,47,383,248,14,14,390,255
1045,1,244,245,18,17,253,254
1045,3,48,175,22,13,59,182
1045,6,528,170,22,16,539,178
1045,8,244,102,16,16,252,110
1045,37,410,258,19,13,420,265
1045,47,383,248,14,14,390,255
1046,1,244,245,18,17,253,254
1046,3,48,175,22,13,59,182
1046,6,528,170,22,16,539,178
1046,8,244,102,16,16,252,110
1046,37,410,258,19,13,420,265
1046,47,383,248,14,14,390,255
1047,1,244,245,18,17,253,254
1047,3,48,175,22,13,59,182
1047,6,528,170,22,16,539,178
1047,8,244,102,16,16,252,110
1047,37,410,258,19,13,420,265
1047,47,383,248,14,14,390,255
1048,1,244,245,18,17,253,254
1048,3,48,175,22,13,59,182
1048,6,528,170,22,16,539,178
1048,8,244,102,16,16,252,110
1048,37,410,258,19,13,420,265
1048,47,383,248,14,14,390,255
1049,1,244,245,18,17,253,254
1049,3,48,175,22,13,59,182
1049,6,528,170,22,16,539,178
1049,8,244,102,16,16,252,110
1049,37,410,258,19,13,420,265
1049,47,383,248,14,14,390,255
1050,1,244,245,18,17,253,254
1050,3,48,175,22,13,59,182
1050,6,528,170,22,16,539,178
1050,8,244,102,16,16,252,110
1050,37,410,258,19,13,420,265
1050,47,383,248,14,14,390,255
1051,1,244,245,18,17,253,254
1051,3,48,175,22,13,59,182
1051,6,528,170,22,16,539,178
1051,8,244,102,16,16,252,110
1051,37,410,258,19,13,420,265
1051,47,383,248,14,14,390,255
1052,1,244,245,18,17,253,254
1052,3,48,175,22,13,59,182
1052,6,528,170,22,16,539,178
1052,8,244,102,16,16,252,110
1052,37,410,258,19,13,420,265
1052,47,383,248,14,14,390,255
1053,1,244,245,18,17,253,254
1053,3,48,175,22,13,59,182
1053,6,528,170,22,16,539,178
1053,8,244,102,16,16,252,110
1053,37,410,258,19,13,420,265
1053,47,383,248,14,14,390,255
1054,1,244,245,18,17,253,254
1054,3,48,175,22,13,59,182
1054,6,528,170,22,16,539,178
1054,8,244,102,16,16,252,110
1054,37,411,258,20,14,421,265
1054,47,383,248,14,14,390,255
1055,1,244,245,18,17,253,254
1055,3,48,175,22,13,59,182
1055,6,528,170,22,16,539,178
1055,8,244,102,16,16,252,110
1055,37,421,254,17,14,429,261
1055,47,383,248,14,14,390,255
1056,1,244,245,18,17,253,254
1056,3,48,175,22,13,59,182
1056,6,528,170,22,16,539,178
1056,8,244,102,16,16,252,110
1056,37,430,249,16,13,438,255
1056,47,383,248,14,14,390,255
1057,1,244,245,18,17,253,254
1057,3,48,175,22,13,59,182
1057,6,528,170,22,16,539,178
1057,8,244,102,16,16,252,110
1057,37,439,243,15,12,447,249
1057,47,383,248,14,14,390,255
1058,1,244,245,18,17,253,254
1058,3,48,175,22,13,59,182
1058,6,528,170,22,16,539,178
1058,8,244,102,16,16,252,110
1058,37,450,237,14,12,457,243
1058,47,383,248,14,14,390,255
1059,1,244,245,18,17,253,254
1059,3,48,175,22,13,59,182
1059,6,528,170,22,16,539,178
1059,8,244,102,16,16,252,110
1059,37,459,230,14,13,466,237
1059,47,383,248,14,14,390,255
1060,1,244,245,18,17,253,254
1060,3,48,175,22,13,59,182
1060,6,528,170,22,16,539,178
1060,8,244,102,16,16,252,110
1060,37,467,224,15,14,474,231
1060,47,383,248,14,14,390,255
1061,1,244,245,18,17,253,254
1061,3,48,175,22,13,59,182
1061,6,528,170,22,16,539,178
1061,8,244,102,16,16,252,110
1061,37,476,218,15,13,483,225
1061,47,383,248,14,14,390,255
1062,1,244,245,18,17,253,254
1062,3,48,175,22,13,59,182
1062,6,528,170,22,16,539,178
1062,8,244,102,16,16,252,110
1062,37,485,213,15,12,492,219
1062,47,383,248,14,14,390,255
1063,1,244,245,18,17,253,254
1063,3,48,175,22,13,59,182
1063,6,528,170,22,16,539,178
1063,8,244,102,16,16,252,110
1063,37,494,207,16,12,502,214
1063,47,383,248,14,14,390,255
1064,1,244,245,18,17,253,254
1064,3,48,175,22,13,59,182
1064,6,528,170,22,16,539,178
1064,8,244,102,16,16,252,110
1064,37,502,201,16,13,510,207
1064,47,383,248,14,14,390,255
1065,1,244,245,18,17,253,254
1065,3,48,175,22,13,59,182
1065,6,528,170,22,16,539,178
1065,8,244,102,16,16,252,110
1065,37,511,196,16,12,519,202
1065,47,383,248,14,14,390,255
1066,1,244,245,18,17,253,254
1066,3,48,175,22,13,59,182
1066,6,528,170,22,16,539,178
1066,8,244,102,16,16,252,110
1066,37,516,186,22,20,527,195
1066,47,383,248,14,14,390,255
1067,1,244,245,18,17,253,254
1067,3,48,175,22,13,59,182
1067,6,528,170,22,16,539,178
1067,8,244,102,16,16,252,110
1067,37,521,182,22,20,533,192
1068,1,244,245,18,17,253,254
1068,3,48,175,22,13,59,182
1068,6,531,163,22,16,542,171
1068,8,244,102,16,16,252,110
1068,37,531,185,18,14,540,193
1069,1,244,245,18,17,253,254
1069,3,48,175,22,13,59,182
1069,6,535,158,22,16,546,166
1069,8,244,102,16,16,252,110
1069,37,537,187,17,12,545,193
1070,1,244,245,18,17,253,254
1070,3,48,175,22,13,59,182
1070,6,537,152,22,16,548,160
1070,8,244,102,16,16,252,110
1070,37,544,188,16,11,552,193
1071,1,244,245,18,17,253,254
1071,3,48,175,22,13,59,182
1071,6,539,146,22,16,550,154
1071,8,244,102,16,16,252,110
1071,37,550,188,16,10,558,193
1071,48,526,170,24,19,538,179
1072,1,244,245,18,17,253,254
1072,3,48,175,22,13,59,182
1072,6,542,142,21,16,552,150
1072,8,244,102,16,16,252,110
1072,37,555,189,17,11,563,194
1072,48,526,170,24,19,538,179
1073,1,244,245,18,17,253,254
1073,3,48,175,22,13,59,182
1073,6,544,136,21,17,554,145
1073,8,244,102,16,16,252,110
1073,37,560,189,16,12,568,195
1073,48,526,170,24,19,538,179
1074,1,244,245,18,17,253,254
1074,3,48,175,22,13,59,182
1074,6,547,131,20,16,557,139
1074,8,244,102,16,16,252,110
1074,37,566,189,16,12,574,195
1074,48,526,170,24,19,538,179
1075,1,244,245,18,17,253,254
1075,3,48,175,22,13,59,182
1075,6,549,126,21,17,560,134
1075,8,244,102,16,16,252,110
1075,37,572,189,16,12,580,195
1075,48,526,170,24,19,538,179
1076,1,244,245,18,17,253,254
1076,3,48,175,22,13,59,182
1076,6,552,121,22,17,562,129
1076,8,244,102,16,16,252,110
1076,37,578,189,16,12,586,195
1076,48,526,170,24,19,538,179
1077,1,244,245,18,17,253,254
1077,3,48,175,22,13,59,182
1077,6,554,117,22,16,565,125
1077,8,244,102,16,16,252,110
1077,37,583,189,17,12,591,195
1077,48,526,170,24,19,538,179
1078,1,244,245,18,17,253,254
1078,3,48,175,22,13,59,182
1078,6,555,112,23,16,567,121
1078,8,244,102,16,16,252,110
1078,37,585,188,22,16,596,196
1078,48,526,170,24,19,538,179
1079,1,244,245,18,17,253,254
1079,3,48,175,22,13,59,182
1079,6,558,107,23,16,569,115
1079,8,244,102,16,16,252,110
1079,37,589,187,23,17,601,196
1079,48,526,170,24,19,538,179
1080,1,244,245,18,17,253,254
1080,3,48,175,22,13,59,182
1080,6,560,102,23,17,572,110
1080,8,244,102,16,16,252,110
1080,37,591,186,26,18,604,195
1080,48,526,170,24,19,538,179
1081,1,244,245,18,17,253,254
1081,3,48,175,22,13,59,182
1081,6,563,96,22,17,574,105
1081,8,244,102,16,16,252,110
1081,37,589,186,25,19,601,195
1081,48,526,170,24,19,538,179
1081,49,344,311,13,10,350,316
1082,1,244,245,18,17,253,254
1082,3,48,175,22,13,59,182
1082,6,566,92,22,16,577,100
1082,8,244,102,16,16,252,110
1082,37,586,187,25,19,598,196
1082,48,526,170,24,19,538,179
1082,49,344,311,13,10,350,316
1083,1,244,245,18,17,253,254
1083,3,48,175,22,13,59,182
1083,6,568,87,22,17,579,96
1083,8,244,102,16,16,252,110
1083,37,586,189,21,14,596,196
1083,48,526,170,24,19,538,179
1083,49,344,311,13,10,350,316
1084,1,244,245,18,17,253,254
1084,3,48,175,22,13,59,182
1084,6,570,82,22,18,581,91
1084,8,244,102,16,16,252,110
1084,37,582,189,20,13,592,196
1084,48,526,170,24,19,538,179
1084,49,344,311,13,10,350,316
1085,1,244,245,18,17,253,254
1085,3,48,175,22,13,59,182
1085,6,572,78,21,17,583,86
1085,8,244,102,16,16,252,110
1085,37,580,189,17,12,589,196
1085,48,526,170,24,19,538,179
1085,49,344,311,13,10,350,316
1086,1,244,245,18,17,253,254
1086,3,48,175,22,13,59,182
1086,6,575,74,22,16,586,82
1086,8,244,102,16,16,252,110
1086,37,576,190,18,12,585,196
1086,48,526,170,24,19,538,179
1086,49,344,311,13,10,350,316
1087,1,244,245,18,17,253,254
1087,3,48,175,22,13,59,182
1087,6,577,69,23,17,588,77
1087,8,244,102,16,16,252,110
1087,37,571,190,19,12,581,196
1087,48,526,170,24,19,538,179
1087,49,344,311,13,10,350,316
1088,1,244,245,18,17,253,254
1088,3,48,175,22,13,59,182
1088,6,578,63,24,18,590,72
1088,8,244,102,16,16,252,110
1088,37,570,190,19,12,579,196
1088,48,526,170,24,19,538,179
1088,49,344,311,13,10,350,316
1089,1,244,245,18,17,253,254
1089,3,48,175,22,13,59,182
1089,6,580,57,24,20,592,67
1089,8,244,102,16,16,252,110
1089,37,568,190,17,12,576,196
1089,48,526,170,24,19,538,179
1089,49,344,311,13,10,350,316
1090,1,244,245,18,17,253,254
1090,3,48,175,22,13,59,182
1090,6,582,52,25,21,595,63
1090,8,244,102,16,16,252,110
1090,37,564,190,18,12,573,196
1090,48,526,170,24,19,538,179
1090,49,344,311,13,10,350,316
1091,1,244,245,18,17,253,254
1091,3,48,175,22,13,59,182
1091,6,584,48,25,21,596,58
1091,8,244,102,16,16,252,110
1091,37,561,190,17,12,569,196
1091,48,526,170,24,19,538,179
1091,49,341,310,14,12,348,316
1092,1,244,245,18,17,253,254
1092,3,48,175,22,13,59,182
1092,6,586,44,25,20,599,54
1092,8,244,102,16,16,252,110
1092,37,556,190,19,12,566,196
1092,48,526,170,24,19,538,179
1092,49,341,310,14,12,348,316
1093,1,244,245,18,17,253,254
1093,3,48,175,22,13,59,182
1093,6,588,39,25,20,601,49
1093,8,244,102,16,16,252,110
1093,37,553,190,19,12,562,196
1093,48,526,170,24,19,538,179
1093,49,341,310,14,12,348,316
1094,1,244,246,18,17,253,254
1094,3,48,175,22,13,59,182
1094,6,590,35,25,19,603,45
1094,8,244,102,16,16,252,110
1094,37,552,190,17,12,561,196
1094,48,526,170,24,19,538,179
1094,49,340,310,14,12,347,316
1095,1,244,246,18,17,253,254
1095,3,48,175,22,13,59,182
1095,6,592,32,24,18,604,41
1095,8,244,102,16,16,252,110
1095,37,549,190,18,12,558,196
1095,48,526,170,23,19,538,179
1095,49,340,310,14,12,347,316
1096,1,244,246,18,17,253,254
1096,3,48,175,22,13,59,182
1096,6,596,27,22,19,607,37
1096,8,244,102,16,16,252,110
1096,37,545,190,18,12,554,196
1096,48,526,170,24,19,538,179
1096,49,340,310,14,12,347,316
1097,1,244,246,18,17,253,254
1097,3,48,175,22,13,59,182
1097,6,596,25,21,18,606,34
1097,8,244,102,16,16,252,110
1097,37,544,190,17,12,552,196
1097,48,526,170,24,19,538,179
1097,49,340,310,15,12,347,316
1098,1,244,246,18,17,253,254
1098,3,48,175,22,13,59,182
1098,6,594,23,20,18,604,32
1098,8,244,102,16,16,252,110
1098,37,540,190,19,12,549,196
1098,48,526,170,24,19,538,179
1098,49,339,310,15,12,347,316
1099,1,244,246,18,17,253,254
1099,3,48,175,22,13,59,182
1099,6,594,23,16,16,601,31
1099,8,244,102,16,16,252,110
1099,37,538,190,17,12,547,196
1099,48,526,170,24,19,538,179
1099,49,339,310,15,12,346,316
1100,1,244,246,18,17,253,254
1100,3,48,175,22,13,59,182
1100,6,595,19,15,16,602,27
1100,8,244,102,16,16,252,110
1100,37,536,189,16,13,544,195
1100,48,526,170,24,19,538,179
1100,49,339,310,15,12,346,316
1101,1,244,246,18,17,253,254
1101,3,48,175,22,13,59,182
1101,6,596,15,15,16,603,23
1101,8,244,102,16,16,252,110
1101,37,532,189,19,13,541,195
1101,48,526,170,24,19,538,179
1101,49,339,310,15,12,346,316
1102,1,244,246,18,17,253,254
1102,3,48,175,22,13,59,182
1102,6,597,11,15,16,605,19
1102,8,244,102,16,16,252,110
1102,37,529,188,18,13,538,195
1102,48,526,170,24,19,538,179
1103,1,244,246,18,17,253,254
1103,3,48,175,22,13,59,182
1103,6,598,8,15,16,606,16
1103,8,244,102,16,16,252,110
1103,37,528,188,17,13,536,195
1103,48,526,170,24,19,538,179
1104,1,244,246,18,17,253,254
1104,3,48,175,22,13,59,182
1104,6,595,30,9,13,600,36
1104,8,244,102,16,16,252,110
1104,37,523,188,19,12,533,194
1104,48,526,170,24,19,538,179
1105,1,244,246,18,17,253,254
1105,3,48,175,22,13,59,182
1105,6,595,32,9,12,599,38
1105,8,244,102,16,16,252,110
1105,37,520,189,19,12,530,195
1105,48,526,170,24,19,538,179
1106,1,244,246,18,17,253,254
1106,3,48,175,22,13,59,182
1106,6,595,32,9,11,599,38
1106,8,244,102,16,16,252,110
1106,37,518,190,18,11,527,195
1106,48,526,170,24,19,538,179
1107,1,244,246,18,17,253,254
1107,3,48,175,22,13,59,182
1107,6,595,31,8,11,600,37
1107,8,244,102,16,16,252,110
1107,37,517,189,17,12,526,195
1108,1,244,246,18,17,253,254
1108,3,48,175,22,13,59,182
1108,6,596,29,8,11,600,35
1108,8,244,102,16,16,252,110
1108,37,513,189,18,12,522,195
1109,1,244,246,18,17,253,254
1109,3,48,175,22,13,59,182
1109,6,597,28,8,11,601,34
1109,8,244,102,16,16,252,110
1109,37,510,189,19,12,519,195
1110,1,244,246,18,17,253,254
1110,3,48,175,22,13,59,182
1110,6,597,27,7,11,601,32
1110,8,244,102,16,16,252,110
1110,37,508,188,18,13,517,194
1111,1,244,246,18,16,253,255
1111,3,48,175,22,13,59,182
1111,6,598,25,7,11,601,31
1111,8,244,102,16,16,252,110
1111,37,506,188,18,12,515,194
1112,1,244,246,18,17,253,254
1112,3,48,175,22,13,59,182
1112,6,598,24,7,11,602,29
1112,8,244,102,16,16,252,110
1112,37,505,188,17,11,514,194
1113,1,244,246,18,17,253,254
1113,3,48,175,22,13,59,182
1113,6,599,22,6,11,602,28
1113,8,244,102,16,16,252,110
1113,37,504,188,16,11,512,194
1114,1,244,246,18,17,253,254
1114,3,48,175,22,13,59,182
1114,6,600,21,6,11,603,27
1114,8,244,102,16,16,252,110
1114,37,499,189,18,12,508,195
1115,1,244,246,18,17,253,254
1115,3,48,175,22,13,59,182
1115,6,600,19,6,11,603,25
1115,8,244,102,16,16,252,110
1115,37,496,189,19,12,505,195
1116,1,244,246,18,17,253,254
1116,3,48,175,22,13,59,182
1116,6,601,18,5,11,604,24
1116,8,244,102,16,16,252,110
1116,37,494,189,18,11,503,194
1117,1,244,245,18,17,253,254
1117,3,48,175,22,13,59,182
1117,8,244,102,16,16,252,110
1117,37,492,189,18,11,501,194
1118,1,244,245,18,17,253,254
1118,3,48,175,22,13,59,182
1118,8,244,102,16,16,252,110
1118,37,490,188,18,12,499,194
1119,1,244,245,18,17,253,254
1119,3,48,175,22,13,59,182
1119,8,244,102,16,16,252,110
1119,37,488,188,18,12,497,194
1120,1,244,245,18,17,253,254
1120,3,48,175,22,13,59,182
1120,8,244,102,16,16,252,110
1120,37,485,188,19,13,494,194
1120,50,289,329,14,10,296,334
1121,1,244,245,18,17,253,254
1121,3,48,175,22,13,59,182
1121,8,244,102,16,16,252,110
1121,37,483,188,19,13,492,194
1121,50,289,329,14,10,296,334
1122,1,244,245,18,17,253,254
1122,3,48,175,22,13,59,182
1122,8,244,102,16,16,252,110
1122,37,480,188,19,12,490,194
1122,50,289,329,14,10,296,334
1123,1,244,245,18,17,253,254
1123,3,48,175,22,13,59,182
1123,8,244,102,16,16,252,110
1123,37,478,188,19,12,488,194
1123,50,289,329,14,10,296,334
1124,1,244,245,18,17,253,254
1124,3,48,175,22,13,59,182
1124,8,244,102,16,16,252,110
1124,37,476,188,19,12,486,194
1124,50,289,329,14,10,296,334
1125,1,244,245,18,17,253,254
1125,3,48,175,22,13,59,182
1125,8,244,102,16,16,252,110
1125,37,474,188,19,12,484,194
1125,50,289,329,14,10,296,334
1125,51,383,248,14,14,390,255
1126,1,244,245,18,17,253,254
1126,3,48,175,22,13,59,182
1126,8,244,102,16,16,252,110
1126,37,472,188,19,12,482,194
1126,50,289,329,14,10,296,334
1126,51,383,248,14,14,390,255
1127,1,244,245,18,17,253,254
1127,3,48,175,22,13,59,182
1127,8,244,102,16,16,252,110
1127,37,470,188,19,12,480,194
1127,50,289,329,14,10,296,334
1127,51,383,248,14,14,390,255
1128,1,244,245,18,17,253,254
1128,3,48,175,22,13,59,182
1128,8,244,102,16,16,252,110
1128,37,468,188,19,12,478,194
1128,50,289,329,14,10,296,334
1128,51,383,248,14,14,390,255
1129,1,244,245,18,17,253,254
1129,3,48,175,22,13,59,182
1129,8,244,102,16,16,252,110
1129,37,467,188,18,12,476,194
1129,50,289,329,14,10,296,334
1129,51,383,248,14,14,390,255
1130,1,244,245,18,17,253,254
1130,3,48,175,22,13,59,182
1130,8,244,102,16,16,252,110
1130,37,465,188,19,12,474,194
1130,50,289,329,14,10,296,334
1130,51,383,248,14,14,390,255
1131,1,244,245,18,17,253,254
1131,3,48,175,22,13,59,182
1131,8,244,102,16,16,252,110
1131,37,463,188,18,12,472,194
1131,51,383,248,14,14,390,255
1132,1,244,246,18,16,253,255
1132,3,48,175,22,13,59,182
1132,8,244,102,16,16,252,110
