frame,track_id,x,y,w,h,cx,cy
562,6,528,170,22,16,539,178
562,8,244,102,16,16,252,110
562,37,336,270,13,13,343,277
563,1,244,247,18,16,253,255
563,3,48,176,22,14,59,183
563,5,170,174,20,16,180,182
563,6,528,170,22,16,539,178
563,8,244,102,16,16,252,110
563,37,336,270,13,13,343,277
564,1,244,247,18,16,253,255
564,3,48,176,22,14,59,183
564,5,170,174,20,16,180,182
564,6,528,170,22,16,539,178
564,8,244,102,16,16,252,110
564,37,336,270,13,13,343,277
565,1,244,247,18,16,253,255
565,3,48,176,22,14,59,183
565,5,170,174,20,16,180,182
565,6,528,170,22,16,539,178
565,8,244,102,16,16,252,110
565,37,336,270,13,13,343,277
566,1,244,247,18,16,253,255
566,3,48,176,22,14,59,183
566,5,170,174,20,16,180,182
566,6,528,170,22,16,539,178
566,8,244,102,16,16,252,110
566,37,336,270,13,13,343,277
567,1,244,247,18,16,253,255
567,3,48,176,22,14,59,183
567,5,170,174,20,16,180,182
567,6,528,170,22,16,539,178
567,8,244,102,16,16,252,110
567,37,336,270,13,13,343,277
568,1,244,247,18,16,253,255
568,3,48,176,22,14,59,183
568,5,170,174,20,16,180,182
568,6,528,170,22,16,539,178
568,8,244,102,16,16,252,110
568,37,336,270,13,13,343,277
569,1,244,247,18,16,253,255
569,3,48,176,22,14,59,183
569,5,170,174,20,16,180,182
569,6,528,170,22,16,539,178
569,8,244,102,16,16,252,110
569,37,336,270,13,13,343,277
570,1,244,247,18,16,253,255
570,3,48,176,22,14,59,183
570,5,170,174,20,16,180,182
570,6,528,170,22,16,539,178
570,8,244,102,16,16,252,110
570,37,336,270,13,13,343,277
571,1,244,247,18,16,253,255
571,3,48,176,22,14,59,183
571,5,170,174,20,16,180,182
571,6,528,170,22,16,539,178
571,8,244,102,16,16,252,110
571,37,336,270,13,13,343,277
572,1,244,247,18,16,253,255
572,3,48,176,22,14,59,183
572,5,170,174,20,16,180,182
572,6,528,170,22,16,539,178
572,8,244,102,16,16,252,110
572,37,336,270,13,13,343,277
573,1,244,247,18,16,253,255
573,3,48,176,22,14,59,183
573,5,170,174,20,16,180,182
573,6,528,170,22,16,539,178
573,8,244,102,16,16,252,110
573,37,336,270,13,13,343,277
574,1,244,247,18,16,253,255
574,3,48,176,22,14,59,183
574,5,170,174,20,16,180,182
574,6,528,170,22,16,539,178
574,8,244,102,16,16,252,110
574,37,336,270,13,13,343,277
575,1,244,247,18,16,253,255
575,3,48,176,22,14,59,183
575,5,170,174,20,16,180,182
575,6,528,170,22,16,539,178
575,8,244,102,16,16,252,110
575,37,336,270,13,13,343,277
576,1,244,247,18,16,253,255
576,3,48,176,22,14,59,183
576,5,170,174,20,16,180,182
576,6,528,170,22,16,539,178
576,8,244,102,16,16,252,110
576,37,336,270,13,13,343,277
577,1,244,247,18,16,253,255
577,3,48,176,22,14,59,183
577,5,170,174,20,16,180,182
577,6,528,170,22,16,539,178
577,8,244,102,16,16,252,110
577,37,336,270,13,13,343,277
578,1,244,247,18,16,253,255
578,3,48,176,22,14,59,183
578,5,170,174,20,16,180,182
578,6,528,170,22,16,539,178
578,8,244,102,16,16,252,110
578,37,336,270,13,13,343,277
579,1,244,247,18,16,253,255
579,3,48,176,22,14,59,183
579,5,170,174,20,16,180,182
579,6,528,170,22,16,539,178
579,8,244,102,16,16,252,110
579,37,336,270,13,13,343,277
580,1,244,247,18,16,253,255
580,3,48,176,22,14,59,183
580,5,170,174,20,16,180,182
580,6,528,170,22,16,539,178
580,8,244,102,16,16,252,110
580,37,336,270,13,13,343,277
581,1,244,247,18,16,253,255
581,3,48,176,22,14,59,183
581,5,170,174,20,16,180,182
581,6,528,170,22,16,539,178
581,8,244,102,16,16,252,110
581,37,336,270,13,13,343,277
582,1,244,247,18,16,253,255
582,3,48,176,22,14,59,183
582,5,170,174,20,16,180,182
582,6,528,170,22,16,539,178
582,8,244,102,16,16,252,110
582,37,337,270,13,13,343,277
583,1,244,247,18,16,253,255
583,3,48,176,22,14,59,183
583,5,170,174,20,16,180,182
583,6,528,170,22,16,539,178
583,8,244,102,16,16,252,110
583,37,337,270,13,13,343,277
584,1,244,247,18,16,253,255
584,3,48,176,22,14,59,183
584,5,170,174,20,16,180,182
584,6,528,170,22,16,539,178
584,8,244,102,16,16,252,110
584,37,337,270,13,13,343,277
584,41,382,248,17,14,391,255
585,1,244,247,18,16,253,255
585,3,48,176,22,14,59,183
585,5,170,174,20,16,180,182
585,6,528,170,22,16,539,178
585,8,244,102,16,16,252,110
585,37,337,270,13,13,343,277
585,41,382,248,17,14,391,255
586,1,244,247,18,16,253,255
586,3,48,176,22,14,59,183
586,5,170,174,20,16,180,182
586,6,528,170,22,16,539,178
586,8,244,102,16,16,252,110
586,37,337,270,13,13,343,277
586,41,382,248,17,14,391,255
587,1,244,247,18,16,253,255
587,3,48,176,22,14,59,183
587,5,170,174,20,16,180,182
587,6,528,170,22,16,539,178
587,8,244,102,16,16,252,110
587,37,337,270,13,13,343,277
587,41,382,248,17,14,391,255
588,1,244,247,18,16,253,255
588,3,48,176,22,14,59,183
588,5,170,174,20,16,180,182
588,6,528,170,22,16,539,178
588,8,244,102,16,16,252,110
588,37,337,270,13,13,343,277
588,41,382,248,17,14,391,255
589,1,244,247,18,16,253,255
589,3,48,176,22,14,59,183
589,5,170,174,20,16,180,182
589,6,528,170,22,16,539,178
589,8,244,102,16,16,252,110
589,37,337,270,13,13,343,277
589,41,382,248,17,14,391,255
590,1,244,247,18,16,253,255
590,3,48,176,22,14,59,183
590,5,170,174,20,16,180,182
590,6,528,170,22,16,539,178
590,8,244,102,16,16,252,110
590,37,337,270,13,13,343,277
590,41,382,248,17,14,391,255
591,1,244,247,18,16,253,255
591,3,48,176,22,14,59,183
591,5,170,174,20,16,180,182
591,6,528,170,22,16,539,178
591,8,244,102,16,16,252,110
591,37,337,270,13,13,343,277
591,41,382,248,17,14,391,255
592,1,244,247,18,16,253,255
592,3,48,176,22,14,59,183
592,5,170,174,20,16,180,182
592,6,528,170,22,16,539,178
592,8,244,102,16,16,252,110
592,37,337,270,13,13,343,277
592,41,382,248,17,14,391,255
593,1,244,247,18,16,253,255
593,3,48,176,22,14,59,183
593,5,170,174,20,16,180,182
593,6,528,170,22,16,539,178
593,8,244,102,16,16,252,110
593,37,337,270,13,13,343,277
593,41,382,248,17,14,391,255
594,1,244,247,18,16,253,255
594,3,48,176,22,14,59,183
594,5,170,174,20,16,180,182
594,6,528,170,22,16,539,178
594,8,244,102,16,16,252,110
594,37,337,270,13,13,343,277
594,41,382,248,17,14,391,255
595,1,244,247,18,16,253,255
595,3,48,176,22,14,59,183
595,5,170,174,20,16,180,182
595,6,528,170,22,16,539,178
595,8,244,102,16,16,252,110
595,37,337,270,13,13,343,277
595,41,382,248,17,14,391,255
596,1,244,247,18,16,253,255
596,3,48,176,22,14,59,183
596,5,170,174,20,16,180,182
596,6,528,170,22,16,539,178
596,8,244,102,16,16,252,110
596,37,337,270,13,13,343,277
596,41,382,248,17,14,391,255
597,1,244,247,18,16,253,255
597,3,48,176,22,14,59,183
597,5,170,174,20,16,180,182
597,6,528,170,22,16,539,178
597,8,244,102,16,16,252,110
597,37,337,270,13,13,343,277
597,41,382,248,17,14,391,255
598,1,244,247,18,16,253,255
598,3,48,176,22,14,59,183
598,5,170,174,20,16,180,182
598,6,528,170,22,16,539,178
598,8,244,102,16,16,252,110
598,37,337,270,13,13,343,277
598,41,382,248,17,14,391,255
599,1,244,247,18,16,253,255
599,3,48,176,22,14,59,183
599,5,170,174,20,16,180,182
599,6,528,170,22,16,539,178
599,8,244,102,16,16,252,110
599,37,337,270,13,13,343,277
599,41,382,248,17,14,391,255
600,1,244,247,18,16,253,255
600,3,48,176,22,14,59,183
600,5,170,174,20,16,180,182
600,6,528,170,22,16,539,178
600,8,244,102,16,16,252,110
600,37,337,270,13,13,343,277
600,41,382,248,17,14,391,255
601,1,244,247,18,16,253,255
601,3,48,176,22,14,59,183
601,5,170,174,20,16,180,182
601,6,528,170,22,16,539,178
601,8,244,102,16,16,252,110
601,37,337,270,13,13,343,277
601,41,382,248,17,14,391,255
602,1,244,247,18,16,253,255
602,3,48,176,22,14,59,183
602,5,170,174,20,16,180,182
602,6,528,170,22,16,539,178
602,8,244,102,16,16,252,110
602,37,337,270,13,13,343,277
602,41,382,248,17,14,391,255
603,1,244,247,18,16,253,255
603,3,48,176,22,14,59,183
603,5,170,174,20,16,180,182
603,6,528,170,22,16,539,178
603,8,244,102,16,16,252,110
603,37,337,270,13,13,343,277
603,41,382,248,17,14,391,255
604,1,244,247,18,16,253,255
604,3,48,176,22,14,59,183
604,5,170,174,20,16,180,182
604,6,528,170,22,16,539,178
604,8,244,102,16,16,252,110
604,37,337,270,13,13,343,277
604,41,382,248,17,14,391,255
605,1,244,247,18,16,253,255
605,3,48,176,22,14,59,183
605,5,170,174,20,16,180,182
605,6,528,170,22,16,539,178
605,8,244,102,16,16,252,110
605,37,337,270,13,13,343,277
605,41,382,248,17,14,391,255
606,1,244,247,18,16,253,255
606,3,48,176,22,14,59,183
606,5,170,174,20,16,180,182
606,6,528,170,22,16,539,178
606,8,244,102,16,16,252,110
606,37,337,270,13,13,343,277
606,41,382,248,17,14,391,255
607,1,244,247,18,16,253,255
607,3,48,176,22,14,59,183
607,5,170,174,20,16,180,182
607,6,528,170,22,16,539,178
607,8,244,102,16,16,252,110
607,37,337,270,13,13,343,277
607,41,382,248,17,14,391,255
608,1,244,247,18,16,253,255
608,3,48,176,22,14,59,183
608,5,170,174,20,16,180,182
608,6,528,170,22,16,539,178
608,8,244,102,16,16,252,110
608,37,337,270,13,13,343,277
608,41,382,248,17,14,391,255
609,1,244,247,18,16,253,255
609,3,48,176,22,14,59,183
609,5,170,174,20,16,180,182
609,6,528,170,22,16,539,178
609,8,244,102,16,16,252,110
609,37,337,270,13,13,343,277
610,1,244,247,18,16,253,255
610,3,48,176,22,14,59,183
610,5,170,174,20,16,180,182
610,6,528,170,22,16,539,178
610,8,244,102,16,16,252,110
610,37,337,270,13,13,343,277
611,1,244,247,18,16,253,255
611,3,48,176,22,14,59,183
611,5,170,174,20,16,180,182
611,6,528,170,22,16,539,178
611,8,244,102,16,16,252,110
611,37,337,270,13,13,343,277
612,1,244,247,18,16,253,255
612,3,48,176,22,14,59,183
612,5,170,174,20,16,180,182
612,6,528,170,22,16,539,178
612,8,244,102,16,16,252,110
612,37,337,270,13,13,343,277
613,1,244,247,18,16,253,255
613,3,48,176,22,14,59,183
613,5,170,174,20,16,180,182
613,6,528,170,22,16,539,178
613,8,244,102,16,16,252,110
613,37,337,270,13,13,343,277
614,1,244,247,18,16,253,255
614,3,48,176,22,14,59,183
614,5,170,174,20,16,180,182
614,6,528,170,22,16,539,178
614,8,244,102,16,16,252,110
614,37,337,270,13,13,343,277
615,1,244,247,18,16,253,255
615,3,48,176,22,14,59,183
615,5,170,174,20,16,180,182
615,6,528,170,22,16,539,178
615,8,244,102,16,16,252,110
615,37,337,270,13,13,343,277
616,1,244,247,18,16,253,255
616,3,48,176,22,14,59,183
616,5,170,174,20,16,180,182
616,6,528,170,22,16,539,178
616,8,244,102,16,16,252,110
616,37,337,270,13,13,343,277
617,1,244,247,18,16,253,255
617,3,48,176,22,14,59,183
617,5,170,174,20,16,180,182
617,6,528,170,22,16,539,178
617,8,244,102,16,16,252,110
617,37,337,270,13,13,343,277
618,1,244,247,18,16,253,255
618,3,48,176,22,14,59,183
618,5,170,174,20,16,180,182
618,6,528,170,22,16,539,178
618,8,244,102,16,16,252,110
618,37,337,270,13,13,343,277
619,1,244,247,18,16,253,255
619,3,48,176,22,14,59,183
619,5,170,174,20,16,180,182
619,6,528,170,22,16,539,178
619,8,244,102,16,16,252,110
619,37,337,270,13,13,343,277
620,1,244,247,18,16,253,255
620,3,48,176,22,14,59,183
620,5,170,174,20,16,180,182
620,6,528,170,22,16,539,178
620,8,244,102,16,16,252,110
620,37,337,270,13,13,343,277
621,1,244,247,18,16,253,255
621,3,48,176,22,14,59,183
621,5,170,174,20,16,180,182
621,6,528,170,22,16,539,178
621,8,244,102,16,16,252,110
621,37,337,270,13,13,343,277
622,1,244,247,18,16,253,255
622,3,48,176,22,14,59,183
622,5,170,174,20,16,180,182
622,6,528,170,22,16,539,178
622,8,244,102,16,16,252,110
622,37,337,270,13,13,343,277
623,1,244,247,18,16,253,255
623,3,48,176,22,14,59,183
623,5,170,174,20,16,180,182
623,6,528,170,22,16,539,178
623,8,244,102,16,16,252,110
623,37,337,270,13,13,343,277
624,1,244,247,18,16,253,255
624,3,48,176,22,14,59,183
624,5,170,174,20,16,180,182
624,6,528,170,22,16,539,178
624,8,244,102,16,16,252,110
624,37,337,270,13,13,343,277
625,1,244,247,18,16,253,255
625,3,48,176,22,14,59,183
625,5,170,174,20,16,180,182
625,6,528,170,22,16,539,178
625,8,244,102,16,16,252,110
625,37,337,270,13,13,343,277
626,1,244,247,18,16,253,255
626,3,48,176,22,14,59,183
626,5,170,174,20,16,180,182
626,6,528,170,22,16,539,178
626,8,244,102,16,16,252,110
626,37,337,270,13,13,343,277
627,1,244,247,18,16,253,255
627,3,48,176,22,14,59,183
627,5,170,174,20,16,180,182
627,6,528,170,22,16,539,178
627,8,244,102,16,16,252,110
627,37,337,270,13,13,343,277
628,1,244,247,18,16,253,255
628,3,48,176,22,14,59,183
628,5,170,174,20,16,180,182
628,6,528,170,22,16,539,178
628,8,244,102,16,16,252,110
628,37,337,270,13,13,343,277
629,1,244,247,18,16,253,255
629,3,48,176,22,14,59,183
629,5,170,174,20,16,180,182
629,6,528,170,22,16,539,178
629,8,244,102,16,16,252,110
629,37,337,270,13,13,343,277
630,1,244,247,18,16,253,255
630,3,48,176,22,14,59,183
630,5,170,174,20,16,180,182
630,6,528,170,22,16,539,178
630,8,244,102,16,16,252,110
630,37,337,270,13,13,343,277
631,1,244,247,18,16,253,255
631,3,48,176,22,14,59,183
631,5,170,174,20,16,180,182
631,6,528,170,22,16,539,178
631,8,244,102,16,16,252,110
631,37,337,270,13,13,343,277
632,1,244,247,18,16,253,255
632,3,48,176,22,14,59,183
632,5,170,174,20,16,180,182
632,6,528,170,22,16,539,178
632,8,244,102,16,16,252,110
632,37,337,270,13,13,343,277
633,1,244,247,18,16,253,255
633,3,48,176,22,14,59,183
633,5,170,174,20,16,180,182
633,6,528,170,22,16,539,178
633,8,244,102,16,16,252,110
633,37,337,270,13,13,343,277
634,1,244,247,18,16,253,255
634,3,48,176,22,14,59,183
634,5,170,174,20,16,180,182
634,6,528,170,22,16,539,178
634,8,244,102,16,16,252,110
634,37,337,270,13,13,343,277
635,1,244,247,18,16,253,255
635,3,48,176,22,14,59,183
635,5,170,174,20,16,180,182
635,6,528,170,22,16,539,178
635,8,244,102,16,16,252,110
635,37,337,270,13,13,343,277
636,1,244,247,18,16,253,255
636,3,48,176,22,14,59,183
636,5,170,174,20,16,180,182
636,6,528,170,22,16,539,178
636,8,244,102,16,16,252,110
636,37,337,270,13,13,343,277
637,1,244,247,18,16,253,255
637,3,48,176,22,14,59,183
637,5,170,174,20,16,180,182
637,6,528,170,22,16,539,178
637,8,244,102,16,16,252,110
637,37,337,270,13,13,343,277
638,1,244,247,18,16,253,255
638,3,48,176,22,14,59,183
638,5,170,174,20,16,180,182
638,6,528,170,22,16,539,178
638,8,244,102,16,16,252,110
638,37,337,270,13,13,343,277
639,1,244,247,18,16,253,255
639,3,48,176,22,14,59,183
639,5,170,174,20,16,180,182
639,6,528,170,22,16,539,178
639,8,244,102,16,16,252,110
639,37,337,270,13,13,343,277
640,1,244,247,18,16,253,255
640,3,48,176,22,14,59,183
640,5,170,174,20,16,180,182
640,6,528,170,22,16,539,178
640,8,244,102,16,16,252,110
640,37,337,270,12,14,344,277
641,1,244,247,18,16,253,255
641,3,48,176,22,14,59,183
641,5,170,174,20,16,180,182
641,6,528,170,22,16,539,178
641,8,244,102,16,16,252,110
641,37,338,270,12,14,344,277
642,1,244,247,18,16,253,255
642,3,48,176,22,14,59,183
642,5,170,174,20,16,180,182
642,6,528,170,22,16,539,178
642,8,244,102,16,16,252,110
642,37,338,270,12,14,344,277
643,1,244,247,18,16,253,255
643,3,48,176,22,14,59,183
643,5,170,174,20,16,180,182
643,6,528,170,22,16,539,178
643,8,244,102,16,16,252,110
643,37,338,270,12,14,344,277
644,1,244,247,18,16,253,255
644,3,48,176,22,14,59,183
644,5,170,174,20,16,180,182
644,6,528,170,22,16,539,178
644,8,244,102,16,16,252,110
644,37,338,270,12,14,344,277
645,1,244,247,18,16,253,255
645,3,48,176,22,14,59,183
645,5,170,174,20,16,180,182
645,6,528,170,22,16,539,178
645,8,244,102,16,16,252,110
645,37,338,270,12,14,344,277
646,1,244,247,18,16,253,255
646,3,48,176,22,14,59,183
646,5,170,174,20,16,180,182
646,6,528,170,22,16,539,178
646,8,244,102,16,16,252,110
646,37,338,270,12,14,344,277
647,1,244,247,18,16,253,255
647,3,48,176,22,14,59,183
647,5,170,174,20,16,180,182
647,6,528,170,22,16,539,178
647,8,244,102,16,16,252,110
647,37,338,270,12,14,344,277
648,1,244,247,18,16,253,255
648,3,48,176,22,14,59,183
648,5,170,174,20,16,180,182
648,6,528,170,22,16,539,178
648,8,244,102,16,16,252,110
648,37,338,270,12,14,344,277
649,1,244,247,18,16,253,255
649,3,48,176,22,14,59,183
649,5,170,174,20,16,180,182
649,6,528,170,22,16,539,178
649,8,244,102,16,16,252,110
649,37,338,270,12,14,344,277
650,1,244,247,18,16,253,255
650,3,48,176,22,14,59,183
650,5,170,174,20,16,180,182
650,6,528,170,22,16,539,178
650,8,244,102,16,16,252,110
650,37,338,270,12,14,344,277
651,1,244,247,18,16,253,255
651,3,48,176,22,14,59,183
651,5,170,174,20,16,180,182
651,6,528,170,22,16,539,178
651,8,244,102,16,16,252,110
651,37,338,270,12,14,344,277
652,1,244,247,18,16,253,255
652,3,48,176,22,14,59,183
652,5,170,174,20,16,180,182
652,6,528,170,22,16,539,178
652,8,244,102,16,16,252,110
652,37,338,270,12,14,344,277
653,1,244,247,18,16,253,255
653,3,48,176,22,14,59,183
653,5,170,174,20,16,180,182
653,6,528,170,22,16,539,178
653,8,244,102,16,16,252,110
653,37,338,270,12,14,344,277
654,1,244,247,18,16,253,255
654,3,48,176,22,14,59,183
654,5,170,174,20,16,180,182
654,6,528,170,22,16,539,178
654,8,244,102,16,16,252,110
654,37,338,270,12,14,344,277
655,1,244,247,18,16,253,255
655,3,48,176,22,14,59,183
655,5,170,174,20,16,180,182
655,6,528,170,22,16,539,178
655,8,244,102,16,16,252,110
655,37,338,270,12,14,344,277
656,1,244,247,18,16,253,255
656,3,48,176,22,14,59,183
656,5,170,174,20,16,180,182
656,6,528,170,22,16,539,178
656,8,244,102,16,16,252,110
656,37,338,270,12,14,344,277
657,1,244,247,18,16,253,255
657,3,48,176,22,14,59,183
657,5,170,174,20,16,180,182
657,6,528,170,22,16,539,178
657,8,244,102,16,16,252,110
657,37,338,270,12,14,344,277
658,1,244,247,18,16,253,255
658,3,48,176,22,14,59,183
658,5,170,174,20,16,180,182
658,6,528,170,22,16,539,178
658,8,244,102,16,16,252,110
658,37,338,270,12,14,344,277
659,1,244,247,18,16,253,255
659,3,48,176,22,14,59,183
659,5,170,174,20,16,180,182
659,6,528,170,22,16,539,178
659,8,244,102,16,16,252,110
659,37,338,270,12,14,344,277
660,1,244,247,18,16,253,255
660,3,48,176,22,14,59,183
660,5,170,174,20,16,180,182
660,6,528,170,22,16,539,178
660,8,244,102,16,16,252,110
660,37,338,270,12,14,344,277
661,1,244,247,18,16,253,255
661,3,48,176,22,14,59,183
661,5,170,174,20,16,180,182
661,6,528,170,22,16,539,178
661,8,244,102,16,16,252,110
661,37,338,270,12,14,344,277
662,1,244,247,18,16,253,255
662,3,48,176,22,14,59,183
662,5,170,174,20,16,180,182
662,6,528,170,22,16,539,178
662,8,244,102,16,16,252,110
662,37,338,270,12,14,344,277
663,1,244,247,18,16,253,255
663,3,48,176,22,14,59,183
663,5,170,174,20,16,180,182
663,6,528,170,22,16,539,178
663,8,244,102,16,16,252,110
663,37,338,270,12,14,344,277
664,1,244,247,18,16,253,255
664,3,48,176,22,14,59,183
664,5,170,174,20,16,180,182
664,6,528,170,22,16,539,178
664,8,244,102,16,16,252,110
664,37,338,270,12,14,344,277
665,1,244,247,18,16,253,255
665,3,48,176,22,14,59,183
665,5,170,174,20,16,180,182
665,6,528,170,22,16,539,178
665,8,244,102,16,16,252,110
665,37,338,270,12,14,344,277
666,1,244,247,18,16,253,255
666,3,48,176,22,14,59,183
666,5,170,174,20,16,180,182
666,6,528,170,22,16,539,178
666,8,244,102,16,16,252,110
666,37,338,270,12,14,344,277
667,1,244,247,18,16,253,255
667,3,48,176,22,14,59,183
667,5,170,174,20,16,180,182
667,6,528,170,22,16,539,178
667,8,244,102,16,16,252,110
667,37,338,270,12,14,344,277
668,1,244,247,18,16,253,255
668,3,48,176,22,14,59,183
668,5,170,174,20,16,180,182
668,6,528,170,22,16,539,178
668,8,244,102,16,16,252,110
668,37,338,270,13,14,344,277
669,1,244,247,18,16,253,255
669,3,48,176,22,14,59,183
669,5,170,174,20,16,180,182
669,6,528,170,22,16,539,178
669,8,244,102,16,16,252,110
669,37,338,270,13,14,344,277
670,1,244,247,18,16,253,255
670,3,48,176,22,14,59,183
670,5,170,174,20,16,180,182
670,6,528,170,22,16,539,178
670,8,244,102,16,16,252,110
670,37,338,270,13,14,344,277
671,1,244,247,18,16,253,255
671,3,48,176,22,14,59,183
671,5,170,174,20,16,180,182
671,6,528,170,22,16,539,178
671,8,244,102,16,16,252,110
671,37,338,270,13,14,344,277
672,1,244,247,18,16,253,255
672,3,48,176,22,14,59,183
672,5,170,174,20,16,180,182
